,community,username,tweet
2177,2,randlight,"Can't trust Sydney Airport to build Badgerys Creek  http://www.smh.com.au/business/aviation/cant-trust-sydney-airport-to-build-badgerys-creek-20170502-gvxgeg.html … via @smh trueabcsydney: #BREAKING: Sydney Airport has declined Federal Government’s offer to build second airport at Badgerys Creek where I am at momentSydney Airport 'unlikely' to take on Badgerys Creek: ratings agency  http://www.brisbanetimes.com.au/business/aviation/sydney-airport-unlikely-to-take-on-badgerys-creek-says-sp-global-ratings-20170117-gtt3ov.html … via @brisbanetimes forget it SydneyTurnbull government, Sydney Airport at loggerheads over Badgerys Creek  http://www.smh.com.au/nsw/turnbull-government-sydney-airport-at-loggerheads-over-badgerys-creek-20161220-gteq3m.html … via @smh no commentSydney Airport at Badgerys Creek gets the green light...finally  http://www.smh.com.au/nsw/sydney-airport-at-badgerys-creek-gets-the-final-green-light-20161211-gt8kdd.html … via @smh another half century maybe ready?Changed flight paths for new Badgerys Creek airport  limit residents exposed to aircraft noise  http://www.smh.com.au/nsw/winners-and-losers-from-changed-flight-paths-for-new-sydney-airport-20160914-grgn3z.html … via @smh there u areBadgerys Creek airport announcement leaves Daily Telegraph feeling unloved  http://www.theage.com.au/federal-politics/political-opinion/badgerys-creek-airport-announcement-leaves-daily-telegraph-feeling-unloved-20151020-gkdjh5.html … via @theage grinBadgerys Creek airport warning: Max Moore-Wilton slaps down minister  http://www.smh.com.au/nsw/badgerys-creek-airport-warning-max-moorewilton-slaps-down-minister-20140905-10d0cx.html … via @smh Max The Axe at workHoward canned an Airport at Badgerys Creek re  local opposition to  plan @PMThing will be going to the 2016 election with  same Interestinganother unicorn by #PMThing pleaselook over there ""Build a second airport at Badgerys Creek"" when in Januaryhe ruled it out. Desperation !!"
0,2,YaThinkN,N/A
0,2,daveyk317,N/A
0,2,deniseshrivell,N/A
1635,2,davidbewart,"Badgerys Creek roads to cost more than stage 1 of 2nd Sydney Airport  http://zite.to/1gBB7Aw Kelly said she would be referring to the planned Badgerys Creek airports ""Tony Abbott's airport"" as part of her campaign to topple the plan."
1678,2,edwardatport,Badgerys Creek airport announcement leaves Daily Telegraph feeling unloved  http://www.canberratimes.com.au/federal-politics/political-opinion/badgerys-creek-airport-announcement-leaves-daily-telegraph-feeling-unloved-20151020-gkdjh5.html … via @canberratimesBadgerys Creek residents face 'heartbreaking' move to make way for airport  http://www.abc.net.au/news/2014-12-20/badgerys-creek-airport-residents-given-deadline-second-airport/5981350 … via @ABCNews
0,3,TurnbullMalcolm,N/A
0,3,workmanalice,N/A
692,3,KJBar,Badgerys Creek to be named as Sydney's second airport. Story @jamesmassola  http://tinyurl.com/nqlalcb 
1388,3,abcnews,"Badgerys Creek airport to be built by Federal Government as Sydney Airport declines first option  http://ab.co/2pRVtFf  pic.twitter.com/xZ68u7e5RZAviation Expert says it's ""great"" news Sydney Airport won't take on new project at Badgerys Creek  http://www.abc.net.au/newsradio/content/s4662201.htm … pic.twitter.com/saVz9LzCR8Residents on Badgerys Creek airport site mount legal action to extend move-out deadline #nsw
 http://ab.co/1Jkm6Wk ICYMI: 24-hr #airport essential for Badgerys Creek, despite noise concerns says advocate via @973ABCIllawarra
 http://ab.co/1JP9jLD Badgerys Creek residents given deadline to move for construction of Sydney's second airport  http://ab.co/1AoCDTf  pic.twitter.com/zfv6AeMNP6Badgerys Creek airport project: Tony Abbott announces multi-billion-dollar roads package  http://ab.co/1p8oJkB Watch: Prime Minister @TonyAbbottMHR announce plans to build Sydney's second airport at Badgerys Creek  http://ab.co/1m5EJiF A second airport for Sydney at Badgerys Creek has been met with enthusiasm by airlines and business groups  http://ab.co/1iksPRC Sydney's second airport at Badgerys Creek gets Government approval and may operate around the clock, by @EJGriffiths  http://ab.co/1m54ik2 The announcement Sydney's second airport will be built at Badgerys Creek receives a mixed response in western Sydney  http://ab.co/1m5iiKt The Federal Government approves second Sydney airport at Badgerys Creek  http://ab.co/1m54ik2 #Breaking: Prime Minister Tony Abbott has announced Badgerys Creek as the site of Sydney's second airportReady for takeoff? Federal Cabinet expected to sign off on Badgerys Creek as Sydney's second airport  http://ab.co/QltmIo Take a look back at the decades of debate over the Badgerys Creek airport proposal  http://ab.co/1eq1fmw Story: Cabinet expected to sign off on Badgerys Creek as site of Sydney's second airport  http://ab.co/QltmIo #BREAKING: Federal Cabinet is tomorrow expected to sign off on Badgerys Creek as the site of Sydney's second airport.Business welcomes prospect of 24-hour airport at Badgerys Creek in #Sydney's west  http://ab.co/IpnYQW Qantas says planning for a second Sydney airport needs to start now and Badgerys Creek remains the best site  http://bit.ly/IK3ooD "
0,3,lenoretaylor,N/A
0,3,annabelcrabb,N/A
0,3,mscott,N/A
0,3,SabraLane,N/A
0,3,mpbowers,N/A
0,3,ConversationEDU,N/A
0,4,pm_live,N/A
0,4,AlexHawkeMP,N/A
1035,4,Qlder,"""Locals want a second airport at Badgerys Creek""  http://ow.ly/21Gbkm 
#auspol #ozcot #ausvotes"
0,4,MichaelTiyce,N/A
1270,4,Tim_jbo,"PM advances Badgerys Creek Airport rail link to opening day   http://ln.is/blogs.crikey.com.au/mLRYg …Potential for two rail lines to be built to future Badgerys Creek airport:  http://ln.is/www.smh.com.au/nsw/yzNp5 … 
ROFLAO ""Potential for two"" So AustralianLucy Turnbull says Badgerys Creek airport rail line is essential  http://ln.is/www.smh.com.au/nsw/FzGBr … Well, Australia is good @ building half projectsSydney's Badgerys Creek airport will not have a rail connection :  http://www.smh.com.au/business/aviation/sydneys-badgerys-creek-airport-will-not-have-a-rail-connection-20150803-giqff3.html#ixzz3hk69vE5Z … Typical Aussie Planning @smh pic.twitter.com/FMYZ0qRTbrSydney's Badgerys Creek airport will not have a rail connection   http://ln.is/www.smh.com.au/busin/eNvC4 … More Cheapskate Australian Infrastructure planning!"
1892,4,kelliekelly23,@PaulineHansonOz on @TheTodayShow calling for more investigation into badgerys creek airport way to go Pauline they don't want it there 👏👏
309,4,ChrisCaggs,@GladysB You're doing a terrific job with nsw transport. Thought of a high speed rail from Sydney Airport to Badgerys creek East Hills line
1081,4,RouleReport,Sydney Airport CEO Kerrie Mather resigns as crucial decision on Badgerys Creek looms  http://paper.li/RouleReport/1334728962?read= http%3A%2F%2Fwww.smh.com.au%2Fbusiness%2Faviation%2Fsydney-airport-ceo-kerrie-mather-resigns-as-crucial-decision-on-badgerys-creek-looms-20170328-gv8nci.html …#ATTENTION = The plight of Badgerys Creek farmers evicted for Sydney's second airport @ABCRural  http://www.abc.net.au/news/2015-07-30/plight-of-badgerys-creek-farmers/6659090#.VbnTXQNX8eI.twitter …Tony Abbott confirms billions in road funding to support second Sydney airport at Badgerys Creek  http://www.smh.com.au/federal-politics/political-news/tony-abbott-confirms-billions-in-road-funding-to-support-second-sydney-airport-at-badgerys-creek-20140416-zqvc7.html … via @smh
0,4,LiberalNSW,N/A
152,4,AussieDrudgeRep,Badgerys Creek airport: Why the building of Sydney's second airport has fallen to the Government - ABC News   http://mobile.abc.net.au/news/2017-05-02/why-the-government-has-to-build-sydneys-badgerys-creek-airport/8489696 …
1873,6,jrobertsonmp,"Attending @UnitedVoiceNSW meeting with members about Badgerys Creek as Sydney's second airport. Great opportunity to hear from locals.Today I have offered NSW Labor's bipartisan commitment to build a second airport in Sydney at Badgerys Creek.

It...  http://fb.me/1RJepHWJ0 "
0,6,AustralianLabor,N/A
0,6,PennySharpemlc,N/A
0,6,NSWLabor,N/A
2378,6,unionsnsw,"Badgerys Creek Airport needs apprentice ratios, commitment to Australian  manufacturing. @AWUnion @theamwu @NSW_ETU http://www.dailytelegraph.com.au/news/nsw/employment-boost-from-infrastructure-projects-on-cards-for-western-sydney/news-story/27da64987f3854d2327a713c8deefe25 …We need a rail connection at Badgerys Creek  the day the airport opens.
#jobs
 http://www.dailytelegraph.com.au/news/nsw/opposition-leaders-pledge-to-build-rail-links-connecting-sydney-suburbs-with-badgerys-creek-airport/news-story/19ec0773988f7fc9e02eac0fa7b11bba …"
1550,6,business_nsw,Badgerys Creek Airport will land thousands of jobs in Western Sydney  http://www.nswbusinesschamber.com.au/News-Media/Latest-News/Badgerys-Creek-Airport-will-land-thousands-of-jobs#sthash.bGCAB5av.uxfs … via @sharethis@dailytelegraph @gwscommunity Badgerys Creek remains the common sense site for a Western Sydney Airport.Chambers lobby for Badgerys Creek Airport @dailytelegraph @albomp  http://www.news.com.au/breaking-news/chambers-lobby-for-badgerys-creek-airport/story-e6frfkp9-1226648706575 … #nswpol #auspolPassionate speakers on why we need a Western Sydney Airport at Badgerys Creek sooner than later #westsydforumGreat to see @unionsnsw supporting the case for a Western Sydney Airport at Badgerys Creek. Very special when business and unions agree!
1790,6,hugh_mcdermott,"Federal Minister for Infrastructure and Regional Development: A curfew for Badgerys Creek Airport  https://www.change.org/p/federal-minister-for-infrastructure-and-regional-development-a-curfew-for-badgerys-creek-airport?recruiter=56243628&utm_campaign=signature_receipt_twitter_dialog&utm_medium=twitter&utm_source=share_petition … via @ChangeAUSJoin me and Sign the  http://change.org  petition, demanding a curfew for Badgerys Creek airport. https://www.change.org/p/federal-minister-for-infrastructure-and-regional-development-a-curfew-for-badgerys-creek-airport?recruiter=504094487&utm_source=petitions_show_components_action_panel_wrapper&utm_medium=copylink …"
1044,6,RahillAlison,"#SydWestAirport  1700 hectares still at Badgerys Creek ""designated airport land"" #secondairport"
2155,6,pruecar,Any future Airport at Badgerys Creek should be matched with a rail link to connect the site to the rest of Sydney...  http://fb.me/2247oUXLs 
0,6,Trish4BlueMtns,N/A
359,7,DDsD,Looks like they're mapping the area around the Badgerys Creek airport area.
0,7,kcarruthers,N/A
2283,7,stilgherrian,"In the Blue Mountains the 5G signals are navigation aids for the secret chemtrail flights from Badgerys Creek airport.They’ve been announcing an airport at Badgerys Creek since 1999.  https://en.wikipedia.org/wiki/Second_Sydney_Airport#1999:_Badgerys_Creek …The Badgerys Creek booster was one Christopher Brown, a former member of the Sydney Second Airport Steering Committee.Badgerys Creek Booster: ""Western Sydney is the only city with more than two million people that doesn't have its own airport."" Lulwut?""Badgerys Creek to be named as Sydney's second airport"", reports @SMH  http://www.smh.com.au/nsw/badgerys-creek-to-be-named-as-sydneys-second-airport-20140414-36nzh.html …"
919,7,NewtonMark,"All the airlines will need to be at both airports, otherwise they won't be able to make connections. Badgerys Creek is about growth, not relocation.New airports clearly WILL be close to cities, as we’re (finally, after 40 years) seeing with Badgerys Creek. Brisbane has a new runway under construction, which will help. Next: Melbourne. Also: Who the hell are you to judge that time matters more to people on expensive tickets?At the time WeštConnex began, Badgerys Creek Airport hadn’t been approved. It’d make no sense to include it.Yes. Does not mention Badgerys Creek Airport, that’ll have its own budget with its own public works program.Turns out there just aren’t that many Badgerys Creek Airport NIMBYs.  http://www.dailytelegraph.com.au/news/nsw/badgerys-creek-labor-critics-left-redfaced-as-survey-reveals-majority-of-voters-in-favour-of-airport/news-story/57d1a85d302f1692de21bba3b39f6bb0 … (“artists impressions” are hilaribad)So how did that pre-election anti-Badgerys-Creek-Airport campaign you spent $130k on end up turning out, @BlumtsCtyCncl? Airport stopped?Maybe wait for Badgerys Creek Airport to be built. Quicker than M4 traffic.These Inner West people would have been better off campaigning to move airport noise to Badgerys Creek 20 years ago.  https://www.google.com.au/maps/@-33.8881327,151.1576124,3a,15y,173.16h,95.5t/data=!3m7!1e1!3m5!1sluNie4Jo3u437AN3JlfFSw!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3DluNie4Jo3u437AN3JlfFSw%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D131.05032%26pitch%3D0!7i13312!8i6656 …@weezmgk @prestontowers They can die in a fucking fire. Fed Govt bought the land for Badgerys Creek airport in 1971. Argument is over.@kcarruthers That’s not what the Blue Mountains people are saying about Badgerys Creek airport.@weezmgk If you have an airport at Badgerys Creek, where else do you expect the planes to go?No rail line for Badgerys Creek: “Think of Adelaide Airport today and you would be in the right ballpark.” So CBD is a 12 min taxi ride, eh?Property prices have been cheap at Badgerys Creek because it's been earmarked for an airport for 40 years.   http://abc.net.au/news/5981350 @JoeHockey How is Badgerys Creek “real competition” when it’ll be owned/operated by the same people who own Kingsford Smith Airport?After 40 years of planning, not having a railway for Badgerys Creek Airport on day 1 is a massive (typical) failure.  http://arseh.at/4k0n It’s happening!  http://arseh.at/4jy3  (Badgerys Creek Airport)Minister For Not Building Badgerys Creek Airport. RT @SabraLane: AAlbanese: they talk about infrastructure, we do infrastructure.C’mon, Swan, announce some infrastructure spending for Badgerys Creek Airport. #2013budgetI wonder if there’s anyone in the NSW ALP who stands to make money if an airport isn’t built at Badgerys Creek. Good reason to not do it eh?In today’s news, politicians gnashing teeth about location for new Sydney airport even though both parties chose Badgerys Creek 40 yrs ago.@edhusicMP Labor’s 40 year opposition to Badgerys Creek airport is mystifyingly weak. FFS, get it done. @glengyron @joshgnosis @smhMaybe Albanese can focus on building Badgerys Creek airport first.  http://tinyurl.com/bwptpd8 Unlike Wilton, no new houses have been built on the Badgerys Creek site, because it’s been Govt policy to put an airport there for 40 years."
1856,7,johnb78,"So install ILS III then RT @smh: Good for jobs but beware of fog, residents say about Badgerys Creek airport.  http://ow.ly/vN2ys "
544,7,GordyPls,"With the second Sydney Airport at Badgerys Creek PM Tony Abbott has also announced a second Hobart Airport at Deloraine.Caller says 2nd airport is a planned distraction from raising pension age. Badgerys Creek has been a thing for 40 years, that's some decoy."
1749,7,glengyron,@stufromoz Sydney Airport at Badgerys Creek gets the green light...finally  http://www.smh.com.au/nsw/sydney-airport-at-badgerys-creek-gets-the-final-green-light-20161211-gt8kdd.html … via @smhBrilliant. Local jobs. MT @DavidBradburyMP: Joe Hockey confirms  Liberals for an airport at Badgerys Creek  http://ow.ly/1SCbp3  #auspol
0,7,erinrileyau,N/A
1714,7,fictillius,"NSW Transport Minister @AndrewConstance has demanded the Morrison government “cough up” much-needed funding for Sydney’s new $20 billion Metro West rail line, which he wants to eventually connect to a new airport under construction at Badgerys Creek  https://www.smh.com.au/national/nsw/constance-tells-morrison-government-to-cough-up-for-sydney-s-new-metro-rail-line-20191028-p534zi.html …Construction giant Lendlease has landed the federal government’s $644 million major earthworks contract for the development of the Western Sydney airport at Badgerys Creek  https://www.smh.com.au/business/companies/lendlease-wins-644m-western-sydney-airport-project-20190901-p52msy.html …Good if true but this is coming from a former infrastructure minister that couldn’t decide on a second airport for Sydney even after three reports told you to put it at Badgerys Creek.  https://twitter.com/AlboMP/status/1108501076095832064 …The Western Sydney Airport at Badgerys Creek is being named after Nancy-Bird Walton, Australia’s first female pilot who was known as the “Angel of the Outback” The airport will officially become Western Sydney International (Nancy-Bird Walton) Airport  https://outline.com/4JvfVm Federal Opposition Leader Bill Shorten has promised a $6 billion cash splash to build the Sydney Metro West and the rail line to Sydney’s second airport at Badgerys Creek.  http://mobile.abc.net.au/news/2018-07-01/alp-to-spend-246b-on-western-sydney/9928922?pfmredir=sm …Workers in western Sydney will be promised at least half the jobs at the Badgerys Creek airport  https://www.smh.com.au/politics/federal/locals-to-get-share-of-western-sydney-airport-jobs-20180307-p4z38s.html …Investigate options for a full North South Rail Link from Schofields to Macarthur and a South West Rail Link to connect Leppington to the Western Sydney Airport via an interchange at the Badgerys Creek AerotropolisThe Australian and NSW governments will deliver the first stage of a North South Rail Link from St Marys to Western Sydney Airport and the Badgerys Creek Aerotropolis and will be equal partners in fundingBadgerys Creek airport will land Western Sydney 10,000 more jobs over the next decade than originally forecast  http://www.dailytelegraph.com.au/news/nsw/badgerys-creek-airport-to-create-10000-more-jobs-than-originally-forecast/news-story/ed6dff814381bc3e3bb349250ca3746f …Second airport at Badgerys Creek promises to be huge jobs creator for Western Sydney  http://www.dailytelegraph.com.au/projectsydney/second-airport-badgerys-creek-promises-to-be-huge-jobs-creator-for-western-sydney/news-story/67fd2ef81471d5bb5381557327e1df54 …“this new airport was vital to deliver additional aviation capacity to two million people closer to Badgerys Creek than Mascot”Badgerys Creek airport: Why the building of Sydney's second airport has fallen to the Government  http://www.abc.net.au/news/2017-05-02/why-the-government-has-to-build-sydneys-badgerys-creek-airport/8489696 …Australian Government confirms it will build Western Sydney Airport at Badgerys Creek. Funding in the budgetSydney Airport declines offer to run second airport at Badgerys Creek. Good news for air travellers   http://mobile.abc.net.au/news/2017-05-02/sydney-airport-declines-to-run-badgerys-creek-airport/8488616 …Badgerys Creek - An airport for South Western Sydney  http://www.liverpool.nsw.gov.au/planninganddevelopment/badgerys-creek-an-airport-for-south-western-sydney …The Government is also committing an additional $115 million to continue preparatory works for a Western Sydney airport at Badgerys Creek.Sydneysiders get chance to see plans for new airport at Badgerys Creek  http://www.smh.com.au/nsw/sydneysiders-get-chance-to-see-plans-for-new-airport-at-badgerys-creek-20151018-gkc8yy.html#ixzz3oxkBnhzg …@shaun_prince @chaosboi yes the man who wants to build skyscrapers in Blacktown to try and stop Badgerys Creek airportBy 2050, the Badgerys Creek airport plans include twin parallel 3.7km runways, with passenger terminals between them
 http://www.smh.com.au/nsw/badgerys-creek-airport-plans-show-it-could-rival-new-yorks-jfk-double-capacity-of-sydney-airport-20150414-1ml74b.html …Southern Cross Airports Corp would be mad to not build Badgerys Creek. Imagine all the carparks they can build out three with all that space@AlboMP voters want Badgerys Creek Airport as well. So did the report you dismissed and instructed to focus elsewhere@MarkM_recruiter @barryofarrell Badgerys creek is far enough away from Sydney Airport. Also SYD could operate 34L arr /16R dep 24hrs@AlboMP when are you heading to Badgerys Creek for the beginning of Sydney's second airport construction?Badgerys Creek not ruled out as 2nd Sydney airport site  http://j.mp/ncp79s"
0,7,dannolan,N/A
0,8,TomCBallard,N/A
0,8,Wil_Anderson,N/A
0,8,JaneCaro,N/A
0,8,GetUp,N/A
0,8,vanbadham,N/A
1493,8,beneltham,"""GLADYS Berejiklian is in China studying how its transformation of a small fishing village into one of the country’s richest cities can provide the blueprint for building a true metropolis out of the Badgerys Creek airport development."" ANNA CALDWELL IN SHENZHEN, EXCLUSIVE"
0,8,AttardMon,N/A
2401,8,wendy_harmer,"RE: Badgerys Creek airport ! 
@PaulFletcherMP  will be with me on @702sydney 8.30 am with final Environment Impact Statement."
0,8,deemadigan,N/A
1942,8,lukehgomes,"Turnbull govt will build the second Sydney airport at Badgerys Creek after Sydney Airport Group said ""no thanks"". #auspol pic.twitter.com/0rPf1MrnnP"
0,9,NSWDPIE,N/A
1025,9,PropertyCouncil,The decision to build an airport at Badgerys Creek in Sydney’s west will generate new jobs and boost investment  http://ow.ly/w0POA 
1319,9,UrbanSydneyAU,"New rail links to Badgerys Creek airport to be signature projects  http://www.smh.com.au/nsw/new-rail-links-to-badgerys-creek-airport-to-be-signature-projects-20180222-p4z1ah.html … via @smhNew suburbs drawn on the western Sydney map near Badgerys Creek airport site  http://www.smh.com.au/nsw/new-suburbs-drawn-on-the-western-sydney-map-near-badgerys-creek-airport-site-20171121-gzpoxc.html … via @smhBadgerys Creek airport: 10,000 homes at stake as noise roars back into NSW debate -   http://m.smh.com.au/nsw/badgerys-creek-airport-10000-homes-at-stake-as-noise-roars-back-into-nsw-debate-20151223-glu41m.html … via @smhBadgerys Creek airport needs rail link, say Baird government, Qantas Group  -   http://m.smh.com.au/nsw/badgerys-creek-airport-needs-rail-link-say-baird-government-qantas-group-20150501-1mxpks.html?stb=twt …Build a city, not just an airport: What Badgerys Creek should be -   http://m.smh.com.au/nsw/design-for-badgerys-creek-airport-in-works-20150430-1mwu24.html?stb=twt … via @smhBadgerys Creek airport plans show it would rival New York's JFK, double existing airport capacity -   http://m.smh.com.au/nsw/badgerys-creek-airport-plans-show-it-could-rival-new-yorks-jfk-double-capacity-of-sydney-airport-20150414-1ml74b.html?stb=twt … via @smhBadgerys Creek airport coming to life  http://www.dailytelegraph.com.au/news/national/badgerys-creek-airport-coming-to-life-in-conceptual-plan/story-fnpn0zn5-1227102920595 … Vote for your favourite concept here:  http://www.consultaustralia.com.au/FutureNet/NSWfuturenet/sydneynews.aspx … @ConsultAusNSWBadgerys Creek airport warning: Max Moore-Wilton slaps down minister  http://www.smh.com.au/nsw/badgerys-creek-airport-warning-max-moorewilton-slaps-down-minister-20140905-10d0cx.html …New #Badgerys Creek airport won't mean huge increase in flights: Truss -   http://www.smh.com.au/business/aviation/new-airport-wont-mean-huge-increase-in-flights-truss-20140818-105c9v.html … via @smhFederal Budget to back #Badgerys Creek airport with major road infrastructure  http://www.dailytelegraph.com.au/news/nsw/federal-budget-to-back-badgerys-creek-airport-with-major-road-infrastructure/story-fni0cx12-1226914268215 …Badgerys Creek politics still a threat to Sydney's second airport -   http://www.smh.com.au/federal-politics/political-news/badgerys-creek-politics-still-a-threat-to-sydneys-second-airport-20140415-zqv3s.html … via @smhNo more pie in the sky as Prime Minister Tony Abbott approves an airport at Badgerys Creek  http://www.dailytelegraph.com.au/newslocal/west/no-more-pie-in-the-sky-as-prime-minister-tony-abbott-approves-an-airport-at-badgerys-creek/story-fngr8i5s-1226884369414 …#Badgerys Creek to be named as Sydney's second airport -   http://www.smh.com.au/federal-politics/political-news/badgerys-creek-to-be-named-as-sydneys-second-airport-20140414-36nzh.html … via @smh #SydneyJobs and infrastructure guys! ""Labor MPs to admonish Shorten over support for Badgerys Creek airport"" -   http://www.smh.com.au/federal-politics/political-news/labor-mps-to-admonish-bill-shorten-over-support-for-badgerys-creek-airport-20140223-33alr.html … via @smhBadgerys Creek stalled: Prime Minister Tony Abbott delays airport take-off  http://www.dailytelegraph.com.au/news/national/badgerys-creek-stalled-prime-minister-tony-abbott-delays-airport-takeoff/story-fni0xqrc-1226825114393 …#Badgerys Creek railway mapped out as Tony Abbott promises airport decision -   http://www.smh.com.au/nsw/badgerys-creek-railway-mapped-out-as-tony-abbott-promises-airport-decision-20140205-3211n.html … via @smh #transportNSW#Badgerys Creek airport project finally lifts off  http://www.dailytelegraph.com.au/news/nsw/badgerys-creek-airport-project-finally-lifts-off/story-fni0cx12-1226818087118 … #2ndAirportSydneyLiverpool Council reverses opposition to second Sydney airport at #Badgerys Creek  http://www.smh.com.au/travel/travel-news/council-reverses-opposition-to-second-sydney-airport-at-badgerys-creek-20131224-2zvjd.html … via @smh @Lpool_Council@warrentrussmp to announce second airport at #Badgerys Creek will run 24 hours a day - http://www.smh.com.au/federal-politics/political-news/warren-truss-to-announce-second-airport-at-badgerys-creek-will-run-24-hours-a-day-20131202-2ym23.html … via @smh #SydneyPrime Minister Tony Abbott's secret meetings about #Badgerys Creek airport  http://www.dailytelegraph.com.au/news/nsw/prime-minister-tony-abbotts-secret-meetings-about-badgerys-creek-airport/story-fni0cx12-1226760266868 …""#Badgerys Creek airport key to expansion in Western Sydney"":  http://www.smh.com.au/nsw/badgerys-creek-airport-key-to-expansion-in-western-sydney-20131111-2xcgx.html … via @smhPremier @barryofarrell  shifts on second #airport at #Badgerys Creek  http://www.dailytelegraph.com.au/news/nsw/premier-barry-ofarrell-shifts-on-second-airport-at-badgerys-creek/story-fni0cx12-1226750061316 … #infrastructure #Sydney#Badgerys Creek #airport is a core pledge, says Federal Assistant Infrastructure Minister Jamie Briggs  http://www.dailytelegraph.com.au/news/nsw/badgerys-creek-airport-is-a-core-pledge-says-federal-assistant-infrastructure-minister-jamie-briggs/story-fni0cx12-1226745576955 …Badgerys Creek set to take off - Joe Hockey set to fund second Sydney airport in his first federal budget.   http://www.dailytelegraph.com.au/news/nsw/badgerys-creek-finally-set-to-take-off-treasurer-joe-hockey-set-to-fund-second-sydney-airport-in-his-first-federal-budget/story-fni0cx12-1226744857917 …Coalition heading for a dogfight over Sydney #airport - Warren Truss opposed to #Badgerys Creek, Tony Abbott for it  http://www.dailytelegraph.com.au/news/nsw/coalition-ranks-heading-for-a-dogfight-over-sydney-airport-warren-truss-opposed-to-badgerys-creek-tony-abbott-for-it/story-fni0cx12-1226737963255 …Australia & International Pilots Assoc call on Tony Abbott to commit to second airport at Badgerys Creek.  http://www.dailytelegraph.com.au/news/nsw/pilots-want-tony-abbott-to-bring-the-second-sydney-airport-in-to-land/story-fni0cx12-1226718089022 … #2ndAirport"
1258,9,TheUrbDev,"Designs by architecture firms @ZHA_News  and @COXArchitecture have been selected for the $5.3 billion ​Western Sydney Airport development in Badgerys Creek.

 https://theurbandeveloper.com/articles/first-images-of-western-sydney-airport-unveiled …"
0,9,BernardSalt,N/A
2077,9,nowestconnex,"Why not use the $6 billion Snowy Hydro windfall to make a start on High Speed Rail? Much better than the current waste on #WestCONnex and Badgerys Creek Airport.

#FixNSWTransport pic.twitter.com/l4Ej8KmC6i"
2127,9,pia_planning,Media Release (NSW) - Planning Institute Supports Badgerys Creek Airport -  http://bit.ly/QgBiKH 
