,community,username,tweet
266,9,BuildSydneyAU,The Federal Government will Build & Operate the Western Sydney Airport in Badgerys Creek! Flights expected by 2026!  https://www.buildsydney.com/government-will-develop-western-sydney-airport-2026/ …Sydney Airport Will Not Develop Sydney's Second Airport at Badgerys Creek.  https://www.buildsydney.com/sydney-airport-will-not-develop-western-sydney-airport/ …
324,9,CloverMoore,WestConnex will mean a $40 round trip to Syd Airport  http://www.smh.com.au/nsw/westconnex-new-sydney-motorway-to-push-toll-to-11-per-trip-20150508-ggw9ky.html … and won't help people get to new airport at Badgerys Creek.
0,9,FifthEstateAU,N/A
0,12,NationalFarmers,N/A
0,12,Oscarthefarmer,N/A
0,12,ABCRural,N/A
0,12,NSWFarmers,N/A
0,12,Warraboy,N/A
0,12,afsnsw,N/A
1731,12,gabriellechan,"Labor says it would support government building Badgerys Creek airport itself @grhutchens  https://www.theguardian.com/australia-news/2017/feb/23/labor-says-it-would-support-government-building-badgerys-creek-airport-itself?CMP=share_btn_tw …Albo: we support a second airport for Sydney, for jobs, growth. Joint study with NSW/aus govt. narrowed options to wilton & Badgerys Creek"
479,12,Farmer_Dave999,"Your repeating yourself

This project was been put in doubt for decades
If anyone was aware of an airport & the effects then it’s the population around Kingsford Smith & not Badgerys Creek
Your argument has a hole big enough to fly a Jumbo throughHow can Sydney Airport be almost running at full capacity when it doesn't operate 24 hrs a day but Badgers Creek will be?
Alright for some  https://twitter.com/abcnews/status/859293740086681600 …"
0,12,CottonAustralia,N/A
0,12,GeorgieSomerset,N/A
2266,13,smh,"Perspective: The federal government’s 2012 decision to build an airport at Badgerys Creek will leave a legacy for Western Sydney that extends beyond a shiny new piece of job-generating tarmac  https://www.smh.com.au/national/nsw/how-to-give-the-heart-of-sydney-north-west-and-south-its-life-and-soul-20190821-p52j8i.html?utm_medium=Social&utm_source=Twitter#Echobox=1566400759 …Millions of cubic metres of earth will have to be moved to clear the way for the $5 billion-plus Western Sydney Airport at Badgerys Creek  https://www.smh.com.au/national/nsw/bulldozers-begin-major-earthmoving-job-at-sydney-s-second-airport-site-20180924-p505mq.html?utm_medium=Social&utm_source=Twitter#Echobox=1537764596 …Areas for employment and residential development around Western Sydney Airport at Badgerys Creek to be rezoned as early as next year  http://ow.ly/n3M430lukVV  | @JakeSaulwickGladys Berejiklian targets US defence giants for Badgerys Creek airport  http://ow.ly/PwnP30iCdEs  | @CroweDM.@SydneyAirport turns down chance to build new airport at Badgerys Creek.  http://ow.ly/pEBW30blbDe  @MattonewsLast tenants to be evicted to make way for Badgerys Creek airport.  http://ow.ly/VL5x309v6V5 Turnbull government and Sydney Airport at loggerheads over Badgerys Creek.  http://ow.ly/InJX307hJgg After decades of abortive studies, plans and statements of intent, Badgerys Creek airport gets cleared for takeoff  http://ow.ly/XlOQ3071jmc How a Badgerys Creek airport will drive the economic transformation of the region  http://ow.ly/mPH5306t1aq  | @MattonewsBadgerys Creek airport is the sole Sydney transport or land use project to receive increased funding in #Budget2016 http://ow.ly/4nmpOp Government's Badgerys Creek airport proposal now expected at least three months later than it had initially hoped.  http://ow.ly/WMzbS #Exclusive: Badgerys Creek airport announcement leaves Daily Telegraph feeling unloved.  http://ow.ly/TBXzL Sydneysiders get chance to see plans for new airport at Badgerys Creek  http://ow.ly/Tyqyq  | @Mattonews @JakeSaulwickLucy Turnbull says Badgerys Creek airport rail line is essential  http://ow.ly/TbH2t .@Qantas chief Alan Joyce OK with no Badgerys Creek airport rail link  http://ow.ly/Qs2Pq  | @MattonewsBadgerys Creek airport will be capable of handling 10 million passengers, but it will lack a rail connection  http://ow.ly/QrL0T Sydney's Badgerys Creek airport will not have a rail connection.  http://ow.ly/QpDKh Sydney's Badgerys Creek airport will not have a rail connection.  http://ow.ly/QpoIF Badgerys Creek airport needs rail link, say Baird government and Qantas Group.  http://ow.ly/MmNrb Build a city, not just an airport: What Badgerys Creek should be  http://ow.ly/MmhwJ  | @JakeSaulwickBadgerys Creek airport plans show it could rival New York's JFK, double capacity of Sydney Airport  http://ow.ly/LCapm  | @meganlevySydney Airport boss slaps down federal minister who talked tough about negotiations to build Badgerys Creek airport  http://ow.ly/B9PwP Six new train stations form part of the long-term strategy for an airport at Badgerys Creek.  http://ow.ly/wdw3K Tony Abbott confirms Badgerys Creek as site of second Sydney airport.  http://ow.ly/vNcsK Good for jobs but beware of fog, residents say about Badgerys Creek airport.  http://ow.ly/vN2ys Federal cabinet is expected to approve Badgerys Creek as the location of Sydney's second airport today  http://ow.ly/vMq8c Cabinet is expected to meet today to approve Badgerys Creek as the location of Sydney's second airport.  http://ow.ly/vLmk2 Federal cabinet is expected to meet on Tuesday to approve Badgerys Creek as the location of Sydney's second airport.  http://ow.ly/vLaBX Comment: Badgerys Creek Airport is key to the growth of knowledge jobs in western Sydney  http://ow.ly/up9jy .Liverpool Council has now thrown its support behind a second Sydney airport at Badgerys Creek  http://ow.ly/s31Fd Sydney's second airport at Badgerys Creek will be a white elephant, writes @jaimartinkovits:  http://ow.ly/rMJjP West vs east: Opponents of Badgerys Creek airport want Mascot to share the load of noisy overnight flights.  http://ow.ly/rojkT Sydney's second airport would need to run 24 hours, Truss says as he moves closer to Badgerys Creek announcement  http://ow.ly/rnwHj .Warren Truss to announce second airport at Badgerys Creek which will run 24 hours a day.  http://ow.ly/rlUYA  via @JakeSaulwickComment: The jury's out on whether Badgerys Creek would be just another airport, or represent a new era.  http://ow.ly/qs6mM Tony Abbott's government set to nominate Badgerys Creek as site of second #Sydney airport:  http://ow.ly/oIJmU  #auspolCoalition set to nominate Badgerys Creek as the site of #Sydney's next airport.  http://ow.ly/oGHUT Badgerys Creek airport: much gain, little pain  - with interactive noise maps  http://www.smh.com.au/nsw/badgerys-much-gain-little-pain-20130215-2eij5.html …"
1389,13,abcsydney,"Western Sydney Airport construction begins at Badgerys Creek
 https://ab.co/2I7Q7Mi #Budget2017: Lack of funding for Badgerys Creek airport train disappoints tourism, business groups
 http://ab.co/2q1pe5X Badgerys Creek airport: Why the building of Sydney's second airport has fallen to the Government  http://ab.co/2qs5B4M The Federal Government has confirmed it will build Sydney’s second airport at Badgerys Creek. http://ab.co/2pQF83Q  #sydney #SydneyAirportSydney Airport declines offer to run second airport at Badgerys Creek  http://ab.co/2pQF83Q #BREAKING: Sydney Airport has declined the Federal Government's offer to build the second airport at Badgerys CreekBadgerys Creek Airport: 
Residents launch High Court appeal to stop evictions going ahead  http://ab.co/2nzfeAJ  pic.twitter.com/GVTtpUnd3m.@paul_fletcher - says rail scoping study will look at Badgerys Creek airport links as well as rail needs for Western Sydney.On lack of curfew for Badgerys Creek Airport, CAPA boss @p_harbison says population of area is less dense, and footprint of planes smaller.Jackie Kelly: anyone who is against an [Badgerys Creek] airport is going to have an opportunity to vote for meJackie Kelly says she's running as an independent because the govt has approved Badgerys Creek airport without taking it to an electionThe head-banging history of Badgerys Creek Airport, feat. @SabraLane @Colvinius @rosssolly and @MatthewBevan:  https://soundcloud.com/702abcsydney/history-of-badgerys-creek-airport-as-we-know-it …Badgerys Creek airport is an opportunity for jobs growth in WSyd, young people will get apprenticeships - Eva Gerencer.Liverpool locals having a chat about the Badgerys Creek airport development at @LindaMottram's Mornings program. pic.twitter.com/WHWX5U9kYpCautious welcome to rail line announced for Badgerys Creek from @jrobertsonmp  http://ab.co/1lYnMFY  #sydney #airport.@jrobertsonmp says he's worried that the rail line won't be operational when the airport is #badgerys creekAfter decades of debate the Federal Government is set to announce the go ahead for Badgerys Creek as Sydney's second airport site.Making front page news today: Badgerys Creek will be signed off by federal cabinet as Sydney's second airport.The word is @barryofarrell will not oppose Sydney's proposed airport at Badgerys Creek. We'll speak to him next  http://bit.ly/702onair One of the authors of Sydney Airport Review Christopher Brown says the only serious option for a 2nd #sydneyairport is Badgerys Creek.Stephen Byron: The federal government opposes an airport at Badgerys Creek. It's probably the only bipartisan agreement in parliament today."
1432,13,andy_park,"#Sydney needs high-speed rail between Badgerys Creek, #Newcastle and #Canberra (and a 2nd airport there)  http://www.smh.com.au/comment/six-things-we-must-do-now-if-we-want-sydney-to-be-workable-in-2050-20151013-gk7qde.html …"
0,13,DanConifer,N/A
1791,13,hughriminton,"Badgerys Creek airport is “the biggest game-changer for Sydney since we built the Harbour Bridge,” says PM, as he turns the first sod.  pic.twitter.com/vu5tznws5C"
0,13,theage,N/A
761,13,LouiseCHall,Last tenants to be evicted to make way for Badgerys Creek airport  http://www.smh.com.au/nsw/last-tenants-to-be-evicted-to-make-way-for-badgerys-creek-airport-20170302-guox12.html … via @smhLast residents refusing to leave homes to make way for Badgerys Creek airport lose appeal; will have to vacate @smh @Mattonews
2098,13,p_hannam,Sydney's Badgerys Creek airport gets green light (so long as you don't care where the flight paths are):  http://ln.is/www.smh.com.au/nsw/znLWf … via @smhBadgerys Creek to be named as #Sydney's second airport -   http://www.smh.com.au/nsw/badgerys-creek-to-be-named-as-sydneys-second-airport-20140414-36nzh.html … via @smh #auspol #nswpol
44,13,ABCnewsIntern,Jackie Kelly's campaign against Badgerys Creek airport begins with a flyer drop that explains how muslims arrive on planes as well as boats.
665,13,Jo_Tovey,Badgerys Creek to be named as Sydney's second airport  http://www.smh.com.au/nsw/badgerys-creek-to-be-named-as-sydneys-second-airport-20140414-36nzh.html … via @smh
486,14,FinancialReview,"Turnbull government will sell Badgerys Creek airport on completion, @PhillipCoorey reports.  http://bit.ly/2qtuNHX  #auspolBadgerys Creek airport to target business travellers and tourists: Paul Fletcher.  http://bit.ly/2qo1s4B  #ausbiz.@SydneyAirport Corp has confirmed it won't build the Western Sydney Airport at Badgerys Creek  http://bit.ly/2pBwdCk  $SYDKerrie Mather's resignation from Sydney Airport deepens doubts over Badgerys Creek.  http://bit.ly/2mOtLId Deutsche says #Badgerys Creek will unlikely see dramatic shift in #passengers from #Kingsford-Smith airport. #ausbiz  http://www.afr.com/p/business/companies/badgerys_creek_won_hurt_sydney_airport_40vMoXp56Z0hIBQT2ZF1hK …House prices around #Badgerys Creek will rise 5-10% after today's #airport announcement, writes @RebeccaThiso  http://ow.ly/vNAGL PM Tony Abbott says Badgerys Creek airport construction should start in 2016  http://www.afr.com/p/national/tony_abbott_names_badgerys_creek_5BfOmhDfQWm1JkuZfNqSrJ …Selecting Badgerys Creek as airport site won't trigger talks with Sydney Airport on development rights  http://www.afr.com/p/national/badgerys_decision_won_trigger_sydney_P5DoVJAlc47bBtjvVztdOO …Cabinet set to sign off on Badgerys Creek airport  http://www.afr.com/p/national/cabinet_to_approve_badgerys_creek_lwn3llyTgJAP3qvRbpLMKJ …#Housing prices tipped for takeoff on choice of #airport at #Badgerys Creek #aviation  http://www.afr.com/p/national/house_prices_tipped_for_takeoff_KbrgTwUnnmwkyoAmFXusCP …WSAA wants Badgerys Creek declared as second Sydney airport and for it to be open by 2027. #ausbiz $SYD  http://www.afr.com/p/national/wsaa_wants_second_sydney_airport_xh9MjCiMwoKIEAJPuI0wdI …A second #Sydney #airport at Badgerys Creek would create 40,000 jobs lobbyists say #nswpol #auspol  http://www.afr.com/p/national/badgerys_lift_off_for_west_jobs_EmcSTBso4K5YtTEj8bGFAP …No decision over 2nd Sydney airport until after the election, but both parties are thought to favour Badgerys Creek  http://www.afr.com/p/national/major_parties_paralysed_on_second_mBoAxgBAvNgXHjNGiGHfBP …People in western Sydney should be “overwhelmingly in favour” of a second airport at Badgerys Creek, Nick Greiner says  http://bit.ly/RQnrbg Support grows for second Sydney airport at Badgerys Creek  http://bit.ly/Th950u  #auspol #ausbiz"
1267,14,TimHarcourt,I must write a book about Badgerys Creek and title it The Second Airport Economist  http://fb.me/8nhQoaGXS 
817,14,MayneReport,The bloke spraying Parrot was right. Comparing Badgerys Creek with private Wagner airport near Toowoomba is a joke. Why Nick Cater backing?
1274,14,TonyBoydAFR,Badgerys Creek airport warning: Max Moore-Wilton slaps down minister  http://www.smh.com.au/nsw/badgerys-creek-airport-warning-max-moorewilton-slaps-down-minister-20140905-10d0cx.html … via @smhSydney Airport says it may take up its right to develop and operate Badgerys Creek Airport - will be part of 9mnth consultation #ausbiz
2104,14,patrickdurkin,"The $7bn rail line to Sydney's new airport at Badgerys Creek, $2bn extension to Pacific Highway and Perth's signature $4.1bn Metronet rail among ""shovel-ready"" projects governments are being urged to fast-track to create jobs and kick-start the economy:  https://www.afr.com/companies/infrastructure/fast-tracking-infrastructure-critical-to-recovery-20200415-p54jy2 …"
1461,14,aus_business,Badgerys Creek airport plan hits transport turbulence  http://bit.ly/2vlLnyz  by @HepworthAnnabelBadgerys Creek Airport could echo NBN Co cost blowout  http://bit.ly/2pqgeZ0  by @DamonKitney #ausbiz #auspol #aviationBadgerys Creek Airport could echo NBN Co cost blowout  http://bit.ly/2qZkxu0  by @DamonKitney #ausbiz #auspol #aviationBadgerys Creek airport a boon for local land prices  http://bit.ly/2pb3iBj  #ausbiz #property.@HepworthAnnabel: Upshot of Badgerys Creek Airport could be cheaper airfares  http://bit.ly/2pCgink  #ausbiz #aviationBadgerys Creek airport ‘unviable without substantial support’ by @pgcleary  http://bit.ly/2lRx0Od  #ausbiz #SydneyAirport #BadgerysCreekLabor unrest over Sydney airport - Western Sydney MPs to confront Shorten over Badgerys Creek backing.  http://ow.ly/2E8Ipv 
0,14,Colgo,N/A
1973,14,mat_dunckley,Can't trust Sydney Airport to build Badgerys Creek  http://www.smh.com.au/business/aviation/cant-trust-sydney-airport-to-build-badgerys-creek-20170502-gvxgeg.html …
0,14,BCAcomau,N/A
184,14,BIAUS,"Sydney Airport won't be building Badgerys Creek because it's too 'risky'  http://bit.ly/2qmpoVT Sydney Airport says it needs more time to plan for Badgerys Creek  http://bit.ly/2hBTCzq A first look at Sydney's second airport at Badgerys Creek  http://bit.ly/2hwCsEn A first look at Sydney's second airport at Badgerys Creek  http://bit.ly/2heGEHS Constuction of Badgerys Creek airport will begin next year, set to be double the capacity of Sydney airport -  http://bit.ly/1FHiXsY There Will Be A Second Sydney Airport Built At Badgerys Creek -  http://bit.ly/1m4aL1g A Second Sydney Airport At Badgerys Creek Will Be Approved Today: Reports  -  http://bit.ly/1gxv9E2 Report: Federal Cabinet To Give Tick To Sydney's Second Airport At Badgerys Creek -  http://bit.ly/1aZOA8s The Deputy PM Made It Clear A Second Sydney Airport At Badgerys Creek Is Likely   -  http://bit.ly/186qwPs "
0,15,AdamBandt,N/A
0,15,GreenpeaceAP,N/A
0,15,simonahac,N/A
827,15,MehreenFaruqi,.@leerhiannon talking about the real powers driving Badgerys creek airport at the Blue Mtns @GreensNSW HSR forum: pic.twitter.com/joFyIyG8zJ
557,15,Greens,I added a video to a @YouTube playlist  http://youtu.be/ygfA-V4zW5A?a  Badgerys Creek airport will hurt residents
0,15,Wendy_Bacon,N/A
0,15,ChristineMilne,N/A
1923,15,leerhiannon,".@MehreenFaruqi spells out how Badgerys Creek Airport will not work for communities or environment. Great response @ Blue Mts No WSA Forum.Huge 400+ overflow crowd at extraordinary meeting Blue Mountains Council. Strong opposition against Badgerys Creek Airport. Great speeches.(1/2) World Heritage status of Blue Mountains National Park could be lost if current plans for Badgerys Creek Airport flight paths proceed.Biggest beneficiaries of Badgerys Creek airport will be developers not community. Misleading claims on jobs growth.  http://bit.ly/1eHOpLa Expected announcement on Badgerys Creek airport is a con. A win for big developers, but not Western Sydney jobs  http://lee-rhiannon.greensmps.org.au/content/media-releases/proposed-badgerys-creek-airport-plan-opens-door-more-developer-deals ….@AlboMP isn't Badgerys Creek airport talk nothing but a political fix?
 http://lee-rhiannon.greensmps.org.au/content/media-releases/badgerys-creek-airport-talk-nothing-political-fix …"
1447,15,araluenvalley,"Is Sydney Airport going backwards? 
'.....a new Sydney airport at Badgerys Creek could lead to competition for flights' via  https://www.fool.com.au/2019/02/12/is-the-sydney-airport-share-price-a-buy-for-income-2/ … #investing #motleyfoolWhy would ALP splash $6 billion on rail, including Badgerys Creek rail line, when a 24hr airport is  unnecessary? Raise the hourly cap at #sydney airport by '5' flights; save taxpayer $'s & utilise the 1700 hectares of land at #badgeryscreek wisely. http://www.abc.net.au/news/2018-07-01/alp-to-spend-246b-on-western-sydney/9928922 …Plans for motorway to Badgerys Creek airport could be terminated   https://www.9news.com.au/videos/national/cjhq0o12o008t0gqp75ljmxks/plans-for-motorway-to-badgerys-creek-airport-could-be-terminated …Truss: residents will 'rarely' have to raise voices over Badgerys Creek airport noise. #auspol -  Does this man live in the area? I think not! https://www.theguardian.com/australia-news/2015/oct/19/truss-residents-will-rarely-have-to-raise-voices-over-badgerys-creek-airport-noise?CMP=share_btn_tw …New rail links to Badgerys Creek airport to be signature projects  http://www.smh.com.au/nsw/new-rail-links-to-badgerys-creek-airport-to-be-signature-projects-20180222-p4z1ah.html … via @smhWhat's changed with this prediction? 

'Badgerys Creek airport will be a white elephant'  http://www.smh.com.au/comment/badgerys-creek-airport-will-be-a-white-elephant-20131215-2zf8x.html … via @smh

Answer: #Australian #govt going ahead and funding project with taxpayers $s!!How to fuel a Badgerys Creek airport -- keep on truckin'
 https://www.crikey.com.au/2014/04/16/how-to-fuel-a-badgerys-creek-airport-keep-on-truckin/ …Major milestone as site cleared for Badgerys Creek Airport....but...no commitment to a train service at the airport from day one of operation. Absurd!  https://www.9news.com.au/national/2018/01/24/18/50/major-milestone-clears-way-for-badgerys-creek-airport-construction …'New suburbs drawn on the western Sydney map near Badgerys Creek airport site"" 
But will residents be warned if planes overhead, 24hrs a day?
  http://www.smh.com.au/nsw/new-suburbs-drawn-on-the-western-sydney-map-near-badgerys-creek-airport-site-20171121-gzpoxc.html … via @smhBadgerys Creek Airport train line revealed.  https://au.news.yahoo.com/video/watch/37730256/badgerys-creek-airport-train-line-revealed/?cmp=st … via @Y7News

Smoke and mirrors?Lift-off for new Badgerys Creek airport design' Lots of glass...ready for those 50 degree days! #unliveable  http://www.dailytelegraph.com.au/news/nsw/news-story/568fd789de48ed58705a40080bbbd5c7 …'Lift-off for new Badgerys Creek airport design' But are the trains factored in for day one?  http://www.dailytelegraph.com.au/news/nsw/news-story/568fd789de48ed58705a40080bbbd5c7 …Badgerys Creek airport forces graves to be dug up, families to rebury their loved ones  http://www.abc.net.au/news/2017-10-17/badgerys-creek-airport-forces-reburials/9055846?pfmredir=sm … via @abcnews@theprojecttv #badgeryscreekairport #westernsydney https://twitter.com/araluenvalley/status/872606409845653504 …#australia #westernsydney #badgeryscreekairport  http://www.dailytelegraph.com.au/newslocal/penrith-press/anger-over-lost-voice-on-airport-panel/news-story/d2a75effe8b85a686da7b6069a3427f2 …  http://www.rawsa.info Badgerys Creek airport to be built by Federal Government as Sydney Airport declines first option  http://www.abc.net.au/news/2017-05-02/federal-government-will-build-second-sydney-airport-at-badgerys/8488616?pfmredir=sm … via @abcnewsSydney Airport declines offer to run second airport at Badgerys Creek  http://www.abc.net.au/news/2017-05-02/sydney-airport-declines-to-run-badgerys-creek-airport/8488616?pfmredir=sm … via @abcnewsSydney Airport CEO Kerrie Mather resigns as crucial decision on Badgerys Creek looms  http://www.smh.com.au/business/aviation/sydney-airport-ceo-kerrie-mather-resigns-as-crucial-decision-on-badgerys-creek-looms-20170328-gv8nci.html … via @smhLast tenants to be evicted to make way for Badgerys Creek airport  http://www.smh.com.au/nsw/last-tenants-to-be-evicted-to-make-way-for-badgerys-creek-airport-20170302-guox12.html … via @smhBadgerys Creek 'deeply uneconomic': Sydney Airport CEO Kerrie Mather. Increase flights KSA!  http://www.afr.com/business/infrastructure/airports/badgerys-creek-deeply-uneconomic-sydney-airport-ceo-kerrie-mather-20170216-gueiq6 … via @FinancialReview@wendy_harmer Sydney Airport likely to turn down Badgerys Creek option, says S&P  http://www.afr.com/business/sydney-airport-likely-to-turn-down-badgerys-creek-option-says-sp-20170117-gtt62k … via @FinancialReview#Sydney 'absolutely scorching....the hottest site today Badgerys Creek, 41.7 degrees at 1.16pm  http://www.penrithcitygazette.com.au/story/4397367/sydney-weather-storms-to-herald-brief-respite-from-absolutely-scorching-heat/?cs=1179 … ...Plus 24/7 airport?'Housing the dead: what happens when a city runs out of space?' Thanks!  And...#badgeryscreekairport?  http://www.abc.net.au/news/2017-01-06/what-happens-when-cities-run-out-of-space/8165284?pfmredir=sm … via @abcnewsTurnbull government, Sydney Airport at loggerheads over Badgerys Creek  http://www.smh.com.au/nsw/turnbull-government-sydney-airport-at-loggerheads-over-badgerys-creek-20161220-gteq3m.html … via @smh'Sydney Airport Group yet to confirm if it will build, operate Badgerys Creek'  http://www.abc.net.au/news/2016-12-20/badgerys-creek-airport-could-be-run-by-mascot-operators/8135258 … via @ABCNews #highspeedrail betterSydney Airport Group yet to decide on $5 billion price tag to run, operate airport at Badgerys Creek  http://www.abc.net.au/news/2016-12-20/badgerys-creek-airport-could-be-run-by-mascot-operators/8135258?pfmredir=sm … via @abcnewsBadgerys Creek airport is dud deal  http://lee-rhiannon.greensmps.org.au/articles/badgerys-creek-airport-dud-deal#.WFJL5a4AEgI.twitter …Badgerys Creek airport is dud deal  http://lee-rhiannon.greensmps.org.au/articles/badgerys-creek-airport-dud-deal#.WE-q1tk-gcM.twitter …'Sydney Airport at Badgerys Creek gets the green light' But 40 yrs of indecision....surely a warning?  http://www.theage.com.au/nsw/sydney-airport-at-badgerys-creek-gets-the-final-green-light-20161211-gt8kdd.html … via @theage.#badgeryscreekairport #Australia's largest concrete slab @emmahusarmp Just 10kms from #Penrith central?  http://www.abc.net.au/news/2016-11-21/greater-sydney-commission-unveils-detailed-plan-for-city/8041246 … via ABC.#badgeryscreekairport #Australia's largest concrete slab @penrithcouncil-only 10kms from #Penrith central!  http://www.abc.net.au/news/2016-11-21/greater-sydney-commission-unveils-detailed-plan-for-city/8041246 … via ABCHow will it be with 24hr planes overhead #westernsydneyairport #badgeryscreekairport? The Morten House + Eco Spirit  http://www.thecloudscape.com.au/uncategorized/map-ii-the-morten-house-eco-spirit/ …Pls read #Sydney, while we can still breathe. Replace Heathrow with #badgeryscreekairport via David Mitchell  https://www.theguardian.com/commentisfree/2016/oct/23/cant-we-agree-to-just-not-have-heathrow-at-all-third-runway-expansion?CMP=share_btn_tw …Yes - madness in the @mikebairdMP team - #sirius, #westconnex #badgeryscreekairport #powerhousemuseum, plus@westernweekender Storm over Badgerys Creek airport talks  http://www.bluemountainsgazette.com.au/story/4235039/storm-over-badgerys-creek-airport-talks/ … via @bmgazettePublic meeting on #BadgerysCreekAirport EIS at Glenbrook this Saturday 15 Oct.  http://www.bluemountainsgazette.com.au/story/4216336/public-meeting-on-badgerys-creek-airport-eis-at-glenbrook/ … via @bmgazette@reclaimthepower. Mobilisation against #badgeryscreekairport today at 10am  Thomas Pk, Boorea St, Blaxland #westernsydney #bluemountainsBadgerys Creek airport will be a white elephant .......what's changed @smh?  http://www.smh.com.au/comment/badgerys-creek-airport-will-be-a-white-elephant-20131215-2zf8x.html … #ilovesydney@AlboMP Future of Badgerys Creek site considered as Govt ruled it out as an option for second airport. Why proceed?  http://www.aph.gov.au/About_Parliament/Parliamentary_Departments/Parliamentary_Library/pubs/BN/2012-2013/SecondSydAirport …Badgerys Creek Airport: Final EIS reduced noise impacts a 'con job'. #australian politicians rush job  http://www.abc.net.au/news/2016-09-15/badgerys-creek-airport-environment-impact-statement-finalised/7846428?pfmredir=sm … via @abcnewsCatholics know when to sell! Before planes fly 24hrs a day from proposed airport at Badgerys Creek  http://westernweekender.com.au/2016/08/glenmore-park-residents-take-on-catholic-education-giant/ … via @wwpenrith#sydney - we will be polluting our #water supply if proposed 24hr airport is built at Badgerys Creek...#pollution https://twitter.com/StopShenhua/status/730294814332223488 …Get ready for this #WesternSydney with new airport at Badgerys Creek.... Gatwick has some years on us   https://twitter.com/AirportWatch/status/729969102836600832 …Federal Court questions Government's commitment to building airport at Badgerys Creek  http://www.abc.net.au/news/2016-04-14/questions-raised-over-badgerys-creek-airport-plan/7326984 … via @@abcnews#Sydney let's support those in our Western suburbs. Say NO to 24hr airports for both  Mascot & Badgerys Creek! #equity for all #ilovesydney@abc702 @Valentine702 Asthma will increase if the airport at Badgerys Creek is built and operates 24 hrs a day.Jobs for 'the people of western #Sydney'..instead of pollution-emitting airport @ badgerys creek. #Innovation Mal. https://twitter.com/YaThinkN/status/716742869516554241 …What is link between #Medich, #McGurk (#murdered) and land deals at #Badgerys Creek re proposed airport in #Sydney's West @ConversationEDU?Curious about link between Medich, McGurk (#murdered) and land deals at Badgerys Creek, site of proposed airport in #Sydney's West @abcnewsLo-fi and Hi-fi #Acoustic #Environments ... updated: #Badgerys Creek #airport  http://wp.me/p18w4s-1tO  via Thankyou! @wordpressdotcom@SydneyAirport #KerrieMather...airport at Badgerys Creek riskier nature of development than Kingsford Smith.....define 'riskier'Economics or Health.... @airportalliance Government taking its time on Badgerys Creek airport proposal   http://www.smh.com.au/business/aviation/government-taking-its-time-on-badgerys-creek-airport-proposal-20160107-gm1ltu.html … via @smh"
0,15,beyondzeronews,N/A
